# JVM native method bindings extracted from binary (RegisterNatives tables)
# Format: library|java_class.method|signature|native_symbol|confidence
#
libjvm.so|jdk.jfr.internal.JVM.shouldRotateDisk|()Z|jfr_should_rotate_disk|BIN_SCAN
libjvm.so|jdk.jfr.internal.JVM.storeMetadataDescriptor|([B)V|jfr_store_metadata_descriptor|BIN_SCAN
libjvm.so|jdk.jfr.internal.JVM.subscribeLogLevel|(Ljdk/jfr/internal/LogTag;I)V|jfr_subscribe_log_level|BIN_SCAN
libjvm.so|jdk.jfr.internal.JVM.uncaughtException|(Ljava/lang/Thread;Ljava/lang/Throwable;)V|jfr_uncaught_exception|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.AddModuleExportsToAllUnnamed|(Ljava/lang/Object;Ljava/lang/String;)V|WB_AddModuleExportsToAllUnnamed|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.AddModuleExportsToAll|(Ljava/lang/Object;Ljava/lang/String;)V|WB_AddModuleExportsToAll|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.AddModuleExports|(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)V|WB_AddModuleExports|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.AddReadsModule|(Ljava/lang/Object;Ljava/lang/Object;)V|WB_AddReadsModule|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.DefineModule|(Ljava/lang/Object;ZLjava/lang/String;Ljava/lang/String;[Ljava/lang/Object;)V|WB_DefineModule|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.NMTArenaMalloc|(JJ)V|WB_NMTArenaMalloc|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.NMTAttemptReserveMemoryAt|(JJ)J|WB_NMTAttemptReserveMemoryAt|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.NMTCommitMemory|(JJ)V|WB_NMTCommitMemory|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.NMTFreeArena|(J)V|WB_NMTFreeArena|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.NMTFree|(J)V|WB_NMTFree|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.NMTGetHashSize|()I|WB_NMTGetHashSize|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.NMTMallocWithPseudoStackAndType|(JII)J|WB_NMTMallocWithPseudoStackAndType|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.NMTMallocWithPseudoStack|(JI)J|WB_NMTMallocWithPseudoStack|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.NMTMalloc|(J)J|WB_NMTMalloc|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.NMTNewArena|(J)J|WB_NMTNewArena|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.NMTReleaseMemory|(JJ)V|WB_NMTReleaseMemory|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.NMTReserveMemory|(J)J|WB_NMTReserveMemory|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.NMTUncommitMemory|(JJ)V|WB_NMTUncommitMemory|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.addCompilerDirective|(Ljava/lang/String;)I|WB_AddCompilerDirective|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.addToBootstrapClassLoaderSearch0|(Ljava/lang/String;)V|WB_AddToBootstrapClassLoaderSearch|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.addToSystemClassLoaderSearch0|(Ljava/lang/String;)V|WB_AddToSystemClassLoaderSearch|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.allocateCodeBlob|(II)J|WB_AllocateCodeBlob|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.allocateFromMetaspaceTestArena|(JJ)J|WB_AllocateFromMetaspaceTestArena|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.allocateMetaspace|(Ljava/lang/ClassLoader;J)J|WB_AllocateMetaspace|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.areOpenArchiveHeapObjectsMapped|()Z|WB_AreOpenArchiveHeapObjectsMapped|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.areSharedStringsIgnored|()Z|WB_AreSharedStringsIgnored|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.asyncHandshakeWalkStack|(Ljava/lang/Thread;)V|WB_AsyncHandshakeWalkStack|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.canWriteJavaHeapArchive|()Z|WB_CanWriteJavaHeapArchive|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.cdsMemoryMappingFailed|()Z|WB_CDSMemoryMappingFailed|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.checkLibSpecifiesNoexecstack|(Ljava/lang/String;)Z|WB_CheckLibSpecifiesNoexecstack|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.checkThreadObjOfTerminatingThread|(Ljava/lang/Thread;)V|WB_CheckThreadObjOfTerminatingThread|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.cleanMetaspaces|()V|WB_CleanMetaspaces|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.clearInlineCaches0|(Z)V|WB_ClearInlineCaches|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.clearMethodState0|(Ljava/lang/reflect/Executable;)V|WB_ClearMethodState|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.concurrentGCAcquireControl0|()V|WB_ConcurrentGCAcquireControl|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.concurrentGCReleaseControl0|()V|WB_ConcurrentGCReleaseControl|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.concurrentGCRunTo0|(Ljava/lang/String;)Z|WB_ConcurrentGCRunTo|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.concurrentGCRunToIdle0|()V|WB_ConcurrentGCRunToIdle|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.countAliveClasses0|(Ljava/lang/String;)I|WB_CountAliveClasses|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.createArenaInTestContext|(JZ)J|WB_CreateArenaInTestContext|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.createMetaspaceTestContext|(JJ)J|WB_CreateMetaspaceTestContext|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.deallocateToMetaspaceTestArena|(JJJ)V|WB_DeallocateToMetaspaceTestArena|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.deflateIdleMonitors|()Z|WB_DeflateIdleMonitors|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.deoptimizeAll|()V|WB_DeoptimizeAll|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.deoptimizeFrames|(Z)I|WB_DeoptimizeFrames|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.deoptimizeMethod0|(Ljava/lang/reflect/Executable;Z)I|WB_DeoptimizeMethod|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.destroyMetaspaceTestArena|(J)V|WB_DestroyMetaspaceTestArena|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.destroyMetaspaceTestContext|(J)V|WB_DestroyMetaspaceTestContext|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.disableElfSectionCache|()V|WB_DisableElfSectionCache|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.encodeConstantPoolIndyIndex0|(I)I|WB_ConstantPoolEncodeIndyIndex|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.enqueueInitializerForCompilation0|(Ljava/lang/Class;I)Z|WB_EnqueueInitializerForCompilation|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.enqueueMethodForCompilation0|(Ljava/lang/reflect/Executable;II)Z|WB_EnqueueMethodForCompilation|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.forceNMethodSweep|()V|WB_ForceNMethodSweep|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.forceSafepoint|()V|WB_ForceSafepoint|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.freeCodeBlob|(J)V|WB_FreeCodeBlob|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.fullGC|()V|WB_FullGC|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.g1ActiveMemoryNodeCount|()I|WB_G1ActiveMemoryNodeCount|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.g1AuxiliaryMemoryUsage|()Ljava/lang/management/MemoryUsage;|WB_G1AuxiliaryMemoryUsage|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.g1BelongsToFreeRegion0|(J)Z|WB_G1BelongsToFreeRegion|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.g1BelongsToHumongousRegion0|(J)Z|WB_G1BelongsToHumongousRegion|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.g1GetMixedGCInfo|(I)[J|WB_G1GetMixedGCInfo|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.g1HasRegionsToUncommit|()Z|WB_G1HasRegionsToUncommit|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.g1InConcurrentMark|()Z|WB_G1InConcurrentMark|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.g1IsHumongous0|(Ljava/lang/Object;)Z|WB_G1IsHumongous|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.g1MemoryNodeIds|()[I|WB_G1MemoryNodeIds|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.g1NumFreeRegions|()J|WB_G1NumFreeRegions|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.g1NumMaxRegions|()J|WB_G1NumMaxRegions|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.g1RegionSize|()I|WB_G1RegionSize|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.g1StartConcMarkCycle|()Z|WB_G1StartMarkCycle|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getBooleanVMFlag|(Ljava/lang/String;)Ljava/lang/Boolean;|WB_GetBooleanVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getCPUFeatures|()Ljava/lang/String;|WB_GetCPUFeatures|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getCodeBlob|(J)[Ljava/lang/Object;|WB_GetCodeBlob|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getCodeHeapEntries|(I)[Ljava/lang/Object;|WB_GetCodeHeapEntries|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getCompilationActivityMode|()I|WB_GetCompilationActivityMode|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getCompileQueueSize|(I)I|WB_GetCompileQueueSize|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getCompressedOopsMaxHeapSize|()J|WB_GetCompressedOopsMaxHeapSize|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getConstantPool0|(Ljava/lang/Class;)J|WB_GetConstantPool|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getConstantPoolCacheIndexTag0|()I|WB_GetConstantPoolCacheIndexTag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getConstantPoolCacheLength0|(Ljava/lang/Class;)I|WB_GetConstantPoolCacheLength|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getDefaultArchivePath|()Ljava/lang/String;|WB_GetDefaultArchivePath|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getDoubleVMFlag|(Ljava/lang/String;)Ljava/lang/Double;|WB_GetDoubleVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getHeapAlignment|()J|WB_GetHeapAlignment|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getHeapOopSize|()I|WB_GetHeapOopSize|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getHeapSpaceAlignment|()J|WB_GetHeapSpaceAlignment|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getIntVMFlag|(Ljava/lang/String;)Ljava/lang/Long;|WB_GetIntVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getIntxVMFlag|(Ljava/lang/String;)Ljava/lang/Long;|WB_GetIntxVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getKlassMetadataSize|(Ljava/lang/Class;)I|WB_GetKlassMetadataSize|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getLibcName|()Ljava/lang/String;|WB_GetLibcName|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getMethodBooleanOption|(Ljava/lang/reflect/Executable;Ljava/lang/String;)Ljava/lang/Boolean;|WB_GetMethodBooleaneOption|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getMethodCompilationLevel0|(Ljava/lang/reflect/Executable;Z)I|WB_GetMethodCompilationLevel|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getMethodData0|(Ljava/lang/reflect/Executable;)J|WB_GetMethodData|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getMethodDoubleOption|(Ljava/lang/reflect/Executable;Ljava/lang/String;)Ljava/lang/Double;|WB_GetMethodDoubleOption|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getMethodEntryBci0|(Ljava/lang/reflect/Executable;)I|WB_GetMethodEntryBci|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getMethodIntxOption|(Ljava/lang/reflect/Executable;Ljava/lang/String;)Ljava/lang/Long;|WB_GetMethodIntxOption|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getMethodStringOption|(Ljava/lang/reflect/Executable;Ljava/lang/String;)Ljava/lang/String;|WB_GetMethodStringOption|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getMethodUintxOption|(Ljava/lang/reflect/Executable;Ljava/lang/String;)Ljava/lang/Long;|WB_GetMethodUintxOption|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getNMethod0|(Ljava/lang/reflect/Executable;Z)[Ljava/lang/Object;|WB_GetNMethod|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getObjectAddress0|(Ljava/lang/Object;)J|WB_GetObjectAddress|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getObjectSize0|(Ljava/lang/Object;)J|WB_GetObjectSize|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getOffsetForName0|(Ljava/lang/String;)I|WB_GetOffsetForName|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getResolvedReferences0|(Ljava/lang/Class;)[Ljava/lang/Object;|WB_GetResolvedReferences|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getSizeTVMFlag|(Ljava/lang/String;)Ljava/lang/Long;|WB_GetSizeTVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getStringVMFlag|(Ljava/lang/String;)Ljava/lang/String;|WB_GetStringVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getSymbolRefcount|(Ljava/lang/String;)I|WB_GetSymbolRefcount|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getThreadRemainingStackSize|()J|WB_GetThreadRemainingStackSize|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getThreadStackSize|()J|WB_GetThreadStackSize|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getTotalCommittedWordsInMetaspaceTestContext|(J)J|WB_GetTotalCommittedWordsInMetaspaceTestContext|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getTotalUsedWordsInMetaspaceTestContext|(J)J|WB_GetTotalUsedWordsInMetaspaceTestContext|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getUint64VMFlag|(Ljava/lang/String;)Ljava/lang/Long;|WB_GetUint64VMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getUintVMFlag|(Ljava/lang/String;)Ljava/lang/Long;|WB_GetUintVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getUintxVMFlag|(Ljava/lang/String;)Ljava/lang/Long;|WB_GetUintxVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getVMAllocationGranularity|()J|WB_GetVMAllocationGranularity|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getVMLargePageSize|()J|WB_GetVMLargePageSize|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.getVMPageSize|()I|WB_GetVMPageSize|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.handshakeWalkStack|(Ljava/lang/Thread;Z)I|WB_HandshakeWalkStack|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.hostPhysicalMemory|()J|WB_HostPhysicalMemory|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.hostPhysicalSwap|()J|WB_HostPhysicalSwap|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.incMetaspaceCapacityUntilGC|(J)J|WB_IncMetaspaceCapacityUntilGC|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isC2OrJVMCIIncluded|()Z|WB_isC2OrJVMCIIncluded|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isCDSIncluded|()Z|WB_IsCDSIncluded|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isConstantVMFlag|(Ljava/lang/String;)Z|WB_IsConstantVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isContainerized|()Z|WB_IsContainerized|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isDTraceIncluded|()Z|WB_IsDTraceIncluded|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isFrameDeoptimized|(I)Z|WB_IsFrameDeoptimized|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isGCSelectedErgonomically|()Z|WB_IsGCSelectedErgonomically|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isGCSelected|(I)Z|WB_IsGCSelected|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isGCSupportedByJVMCICompiler|(I)Z|WB_IsGCSupportedByJVMCICompiler|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isGCSupported|(I)Z|WB_IsGCSupported|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isInStringTable|(Ljava/lang/String;)Z|WB_IsInStringTable|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isIntrinsicAvailable0|(Ljava/lang/reflect/Executable;Ljava/lang/reflect/Executable;I)Z|WB_IsIntrinsicAvailable|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isJFRIncluded|()Z|WB_IsJFRIncluded|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isJVMCISupportedByGC|()Z|WB_IsJVMCISupportedByGC|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isJVMTIIncluded|()Z|WB_IsJVMTIIncluded|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isLockedVMFlag|(Ljava/lang/String;)Z|WB_IsLockedVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isMethodCompilable0|(Ljava/lang/reflect/Executable;IZ)Z|WB_IsMethodCompilable|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isMethodCompiled0|(Ljava/lang/reflect/Executable;Z)Z|WB_IsMethodCompiled|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isMethodQueuedForCompilation0|(Ljava/lang/reflect/Executable;)Z|WB_IsMethodQueuedForCompilation|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isMonitorInflated0|(Ljava/lang/Object;)Z|WB_IsMonitorInflated|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isObjectInOldGen0|(Ljava/lang/Object;)Z|WB_isObjectInOldGen|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isSharedClass|(Ljava/lang/Class;)Z|WB_IsSharedClass|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isShared|(Ljava/lang/Object;)Z|WB_IsShared|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.isSharingEnabled|()Z|WB_IsSharingEnabled|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.linkClass|(Ljava/lang/Class;)V|WB_LinkClass|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.lockAndBlock|(Z)V|WB_LockAndBlock|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.lockCompilation|()V|WB_LockCompilation|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.lockCritical|()V|WB_LockCritical|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.makeMethodNotCompilable0|(Ljava/lang/reflect/Executable;IZ)V|WB_MakeMethodNotCompilable|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.markMethodProfiled|(Ljava/lang/reflect/Executable;)V|WB_MarkMethodProfiled|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.matchesInline|(Ljava/lang/reflect/Executable;Ljava/lang/String;)I|WB_MatchesInline|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.matchesMethod|(Ljava/lang/reflect/Executable;Ljava/lang/String;)I|WB_MatchesMethod|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.maxMetaspaceAllocationSize|()J|WB_GetMaxMetaspaceAllocationSize|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.metaspaceCapacityUntilGC|()J|WB_MetaspaceCapacityUntilGC|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.metaspaceSharedRegionAlignment|()J|WB_MetaspaceSharedRegionAlignment|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.parseCommandLine0|(Ljava/lang/String;C[Ljdk/test/whitebox/parser/DiagnosticCommand;)[Ljava/lang/Object;|WB_ParseCommandLine|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.preTouchMemory|(JJ)V|WB_PreTouchMemory|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.printHeapSizes|()V|WB_PrintHeapSizes|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.printMetaspaceTestContext|(J)V|WB_PrintMetaspaceTestContext|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.printOsInfo|()V|WB_PrintOsInfo|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.protectionDomainRemovedCount|()I|WB_ProtectionDomainRemovedCount|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.psHeapGenerationAlignment|()J|WB_PSHeapGenerationAlignment|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.psVirtualSpaceAlignment|()J|WB_PSVirtualSpaceAlignment|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.purgeMetaspaceTestContext|(J)V|WB_PurgeMetaspaceTestContext|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.readFromNoaccessArea|()V|WB_ReadFromNoaccessArea|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.readReservedMemory|()V|WB_ReadReservedMemory|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.remapInstructionOperandFromCPCache0|(Ljava/lang/Class;I)I|WB_ConstantPoolRemapInstructionOperandFromCache|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.removeCompilerDirective|(I)V|WB_RemoveCompilerDirective|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.resolvedMethodItemsCount|()J|WB_ResolvedMethodItemsCount|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.setBooleanVMFlag|(Ljava/lang/String;Z)V|WB_SetBooleanVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.setDoubleVMFlag|(Ljava/lang/String;D)V|WB_SetDoubleVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.setIntVMFlag|(Ljava/lang/String;J)V|WB_SetIntVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.setIntxVMFlag|(Ljava/lang/String;J)V|WB_SetIntxVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.setSizeTVMFlag|(Ljava/lang/String;J)V|WB_SetSizeTVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.setStringVMFlag|(Ljava/lang/String;Ljava/lang/String;)V|WB_SetStringVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.setUint64VMFlag|(Ljava/lang/String;J)V|WB_SetUint64VMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.setUintVMFlag|(Ljava/lang/String;J)V|WB_SetUintVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.setUintxVMFlag|(Ljava/lang/String;J)V|WB_SetUintxVMFlag|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.shouldPrintAssembly|(Ljava/lang/reflect/Executable;I)Z|WB_ShouldPrintAssembly|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.stressVirtualSpaceResize|(JJJ)I|WB_StressVirtualSpaceResize|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.supportsConcurrentGCBreakpoints|()Z|WB_SupportsConcurrentGCBreakpoints|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.testSetDontInlineMethod0|(Ljava/lang/reflect/Executable;Z)Z|WB_TestSetDontInlineMethod|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.testSetForceInlineMethod0|(Ljava/lang/reflect/Executable;Z)Z|WB_TestSetForceInlineMethod|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.unlockCompilation|()V|WB_UnlockCompilation|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.unlockCritical|()V|WB_UnlockCritical|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.validateCgroup|(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I|WB_ValidateCgroup|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.verifyFrames|(ZZ)V|WB_VerifyFrames|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.waitUnsafe|(I)V|WB_WaitUnsafe|BIN_SCAN
libjvm.so|jdk.test.whitebox.WhiteBox.youngGC|()V|WB_YoungGC|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.Buffer.address|(Ljava/nio/ByteBuffer;)J|netty_internal_tcnative_Buffer_address|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.Buffer.size|(Ljava/nio/ByteBuffer;)J|netty_internal_tcnative_Buffer_size|BIN_SCAN
